"Month","Date","Cell","Line","Machine","Machine No","Shift","Category","Time","Problem","Cause Why1","Cause Why2","Cause Why3","Cause Why4","Cause Why5","Action","Counter Measure","Category","Is Action Temporary?","Done By","Status"
"May","19/5/2024 - 4:29 pm","Fuel Pump","FP-Assy","RADIAL CLEARANCE  INSPECTION","M-EN-FP-FPA-1-100-1","","PM","10","","","","","","","","","","","Anil","Completed"
"June","17/6/2024 - 7:45 am","Injector","Housing-1","TERMINAL PRESS FIT","EIHS-011","","PM","35","","","","","","","","","","","Yogesh","Completed"
"July","13/7/2024 - 9:22 AM","Injector","Housing-1","TERMINAL PRESS FIT","EIHS-011","","PM","100","","","","","","","","","","","Tarkeshwar","Completed"
"Apr","29/4/2024 - 11:43 am","Injector","Housing-1","FUSING","EIHS-041","","PM","25","","","","","","","","","","","Sandeep","Completed"
"June","29/6/2024 - 1:09 pm","Injector","Housing-1","FUSING","EIHS-041","","PM","50","","","","","","","","","","","Salman","Completed"
"July","14/7/2024 - 9:30 AM","Injector","Housing-1","FUSING","EIHS-041","","PM","20","","","","","","","","","","","Tarkeshwar","Completed"
"June","17/6/2024 - 7:46 am","Injector","Housing-1","TERMINAL HEIGHT CHECK","EIHS-021","","PM","25","","","","","","","","","","","Yogesh","Completed"
"July","14/7/2024 - 8:52 AM","Injector","Housing-1","TERMINAL HEIGHT CHECK","EIHS-021","","PM","500","","","","","","","","","","","Tarkeshwar","Completed"
"Apr","14/4/2024 - 10:08 pm","Injector","UC # 3","BACK UP RING PRESS FIT","UC3-010","","PM","80","","","","","","","","","","","Gaurav","Completed"
"July","14/7/2024 - 7:08 am","Injector","UC # 3","BACK UP RING PRESS FIT","UC3-010","","PM","190","","","","","","","","","","","Gaurav","Completed"
"Aug","21/8/2024 - 12:12 pm","Injector","UC # 3","BACK UP RING PRESS FIT","UC3-010","","PM","120","","","","","","","","","","","Parveen","Completed"
"Apr","28/4/2024 - 8:41 pm","Injector","UC # 3","NOZZLE BODY PRESS FITTING","UC3-020","","PM","40","","","","","","","","","","","Gaurav","Completed"
"June","10/6/2024 - 4:29 pm","Injector","UC # 3","NOZZLE BODY PRESS FITTING","UC3-020","","PM","160","","","","","","","","","","","Gaurav","Completed"
"July","7/7/2024 - 10:09 pm","Injector","UC # 3","NOZZLE BODY PRESS FITTING","UC3-020","","PM","120","","","","","","","","","","","Gaurav","Completed"
"Aug","19/8/2024 - 7:05 am","Injector","UC # 3","NOZZLE BODY PRESS FITTING","UC3-020","","PM","70","","","","","","","","","","","Parveen","Completed"
"Apr","28/4/2024 - 8:44 pm","Injector","UC # 3","AIR LEAK INSPECTION","UC3-040","","PM","80","","","","","","","","","","","Keshav","Completed"
"June","11/6/2024 - 7:11 am","Injector","UC # 3","AIR LEAK INSPECTION","UC3-040","","PM","90","","","","","","","","","","","Parveen","Completed"
"July","7/7/2024 - 10:10 pm","Injector","UC # 3","AIR LEAK INSPECTION","UC3-040","","PM","50","","","","","","","","","","","Gaurav","Completed"
"Aug","20/8/2024 - 8:48 am","Injector","UC # 3","AIR LEAK INSPECTION","UC3-040","","PM","110","","","","","","","","","","","Akshay","Completed"
"June","11/6/2024 - 7:06 am","Injector","UC # 3","CONNECTOR PRESS FITTING-1","UC3-071","","PM","140","","","","","","","","","","","Parveen","Completed"
"Apr","28/4/2024 - 8:41 pm","Injector","UC # 3","SUB ASSY WASHING","UC3-050","","PM","150","","","","","","","","","","","Keshav","Completed"
"June","10/6/2024 - 2:12 pm","Injector","UC # 3","SUB ASSY WASHING","UC3-050","","PM","250","","","","","","","","","","","Gaurav","Completed"
"July","14/7/2024 - 12:11 pm","Injector","UC # 3","SUB ASSY WASHING","UC3-050","","PM","250","","","","","","","","","","","Gaurav","Completed"
"Aug","20/8/2024 - 8:48 am","Injector","UC # 3","SUB ASSY WASHING","UC3-050","","PM","170","","","","","","","","","","","Akshay","Completed"
"Apr","28/4/2024 - 8:45 pm","Injector","UC # 3",""NEEDLE & CONNECTOR ASSY  CONNECTOR REVERSE CHECK"","UC3-060","","PM","130","","","","","","","","","","","Keshav","Completed"
"July","14/7/2024 - 12:09 pm","Injector","UC # 3",""NEEDLE & CONNECTOR ASSY  CONNECTOR REVERSE CHECK"","UC3-060","","PM","120","","","","","","","","","","","Gaurav","Completed"
"Aug","20/8/2024 - 8:48 am","Injector","UC # 3",""NEEDLE & CONNECTOR ASSY  CONNECTOR REVERSE CHECK"","UC3-060","","PM","160","","","","","","","","","","","Akshay","Completed"
"July","14/7/2024 - 12:49 pm","Injector","UC # 3","RUNNING","UC3-090","","PM","280","","","","","","","","","","","Gaurav","Completed"
"Apr","","Injector","UC # 3","SPRING AND  ADJ.PIPE ASSY ","UC3-080","","PM","130","","","","","","","","","","","Akshay","Completed"
"June","11/6/2024 - 9:19 am","Injector","UC # 3","SPRING AND  ADJ.PIPE ASSY ","UC3-080","","PM","280","","","","","","","","","","","Parveen","Completed"
"July","14/7/2024 - 1:10 pm","Injector","UC # 3","SPRING AND  ADJ.PIPE ASSY ","UC3-080","","PM","215","","","","","","","","","","","Kartikey","Completed"
"Apr","28/4/2024 - 8:43 pm","Injector","UC # 3","LASER WELDING & MARKING","UC3-030","","PM","120","","","","","","","","","","","Keshav","Completed"
"Aug","20/8/2024 - 8:47 am","Injector","UC # 3","LASER WELDING & MARKING","UC3-030","","PM","170","","","","","","","","","","","Parveen","Completed"
"June","11/6/2024 - 2:50 pm","Injector","UC # 3","CONNECTOR PRESS FITTING-2","UC3-072","","PM","300","","","","","","","","","","","Parveen","Completed"
"July","14/7/2024 - 12:15 pm","Injector","UC # 3","CONNECTOR PRESS FITTING-2","UC3-072","","PM","100","","","","","","","","","","","Gaurav","Completed"
"Aug","","Injector","UC # 3","CONNECTOR PRESS FITTING-2","UC3-072","","PM","70","","","","","","","","","","","Akshay","Completed"
"June","11/6/2024 - 1:31 pm","Injector","UC # 3","STATIC FLOW ADJUSTMENT & INSPECTION-2","UC3-102","","PM","330","","","","","","","","","","","Akshay","Completed"
"July","29/7/2024 - 2:53 pm","Injector","UC # 3","STATIC FLOW ADJUSTMENT & INSPECTION-2","UC3-102","","PM","90","","","","","","","","","","","Gaurav","Completed"
"June","11/6/2024 - 2:56 pm","Injector","UC # 3","DYNAMIC FLOW ADJUSTMENT & INSPECTION","UC3-112","","PM","150","","","","","","","","","","","Gaurav","Completed"
"July","29/7/2024 - 3:09 pm","Injector","UC # 3","DYNAMIC FLOW ADJUSTMENT & INSPECTION","UC3-112","","PM","110","","","","","","","","","","","Gaurav","Completed"
"June","11/6/2024 - 3:49 pm","Injector","UC # 3","DYNAMIC FLOW ADJUSTMENT & INSPECTION-3","UC3-113","","PM","240","","","","","","","","","","","Gaurav","Completed"
"Apr","28/4/2024 - 8:34 pm","Injector","UC # 3","SEAT OIL  LEAKAGE INSPECTION-1","UC3-131","","PM","80","","","","","","","","","","","Keshav","Completed"
"Aug","20/8/2024 - 9:32 am","Injector","UC # 3","SEAT OIL  LEAKAGE INSPECTION-1","UC3-131","","PM","110","","","","","","","","","","","Parveen","Completed"
"Apr","28/4/2024 - 8:34 pm","Injector","UC # 3","SEAT OIL  LEAKAGE INSPECTION-2","UC3-132","","PM","120","","","","","","","","","","","Keshav","Completed"
"Aug","20/8/2024 - 9:38 am","Injector","UC # 3","SEAT OIL  LEAKAGE INSPECTION-2","UC3-132","","PM","120","","","","","","","","","","","Parveen","Completed"
"Apr","28/4/2024 - 8:32 pm","Injector","UC # 3","SEAT OIL  LEAKAGE INSPECTION-3","UC3-133","","PM","80","","","","","","","","","","","Keshav","Completed"
"Aug","20/8/2024 - 9:42 am","Injector","UC # 3","SEAT OIL  LEAKAGE INSPECTION-3","UC3-133","","PM","160","","","","","","","","","","","Parveen","Completed"
"Apr","28/4/2024 - 8:29 pm","Injector","UC # 3","OIL CUTTING ","UC3-150","","PM","130","","","","","","","","","","","Keshav","Completed"
"June","11/6/2024 - 9:38 AM","Injector","UC # 3","OIL CUTTING ","UC3-150","","PM","60","","","","","","","","","","","Parveen","Completed"
"Aug","20/8/2024 - 9:47 am","Injector","UC # 3","OIL CUTTING ","UC3-150","","PM","100","","","","","","","","","","","Parveen","Completed"
"Apr","28/4/2024 - 8:32 pm","Injector","UC # 3","SEAT OIL  LEAKAGE INSPECTION-4","UC3-134","","PM","80","","","","","","","","","","","Keshav","Completed"
"Aug","20/8/2024 - 9:43 am","Injector","UC # 3","SEAT OIL  LEAKAGE INSPECTION-4","UC3-134","","PM","170","","","","","","","","","","","Parveen","Completed"
"Apr","28/4/2024 - 8:30 pm","Injector","UC # 3","FILTER ASSEMBLY","UC3-140","","PM","80","","","","","","","","","","","Keshav","Completed"
"Aug","20/8/2024 - 9:45 am","Injector","UC # 3","FILTER ASSEMBLY","UC3-140","","PM","110","","","","","","","","","","","Parveen","Completed"
"Apr","28/4/2024 - 8:28 pm","Injector","UC # 3","O RING AND BACKUP RING ASSY","UC3-160","","PM","125","","","","","","","","","","","Keshav","Completed"
"June","11/6/2024 - 9:20 am","Injector","UC # 3","O RING AND BACKUP RING ASSY","UC3-160","","PM","180","","","","","","","","","","","Gaurav","Completed"
"Aug","20/8/2024 - 8:59 am","Injector","UC # 3","O RING AND BACKUP RING ASSY","UC3-160","","PM","320","","","","","","","","","","","Akshay","Completed"
"Apr","28/4/2024 - 8:25 pm","Injector","UC # 3","NOZZLE LEAK TEST ( UPPER & LOWER )","UC3-180","","PM","50","","","","","","","","","","","Keshav","Completed"
"June","10/6/2024 - 1:33 pm","Injector","UC # 3","NOZZLE LEAK TEST ( UPPER & LOWER )","UC3-180","","PM","30","","","","","","","","","","","Akshay","Completed"
"Aug","20/8/2024 - 8:51 am","Injector","UC # 3","NOZZLE LEAK TEST ( UPPER & LOWER )","UC3-180","","PM","100","","","","","","","","","","","Akshay","Completed"
"Apr","28/4/2024 - 8:26 pm","Injector","UC # 3","SLEEVE ASSY AND APPEARANCE CHECK","UC3-170","","PM","110","","","","","","","","","","","Keshav","Completed"
"June","10/6/2024 - 2:36 pm","Injector","UC # 3","SLEEVE ASSY AND APPEARANCE CHECK","UC3-170","","PM","120","","","","","","","","","","","Akshay","Completed"
"Aug","20/8/2024 - 8:53 am","Injector","UC # 3","SLEEVE ASSY AND APPEARANCE CHECK","UC3-170","","PM","230","","","","","","","","","","","Akshay","Completed"
"Aug","6/8/2024 - 2:28 am","Injector","UC#1","BU RING ASSY ","EIAS-011","","PM","10","","","","","","","","","","","Gaurav","Completed"
"May","21/5/2024 - 2:04 am","Injector","UC#1","NB ASSY","EIAS-021","","PM","15","","","","","","","","","","","Gaurav","Completed"
"Aug","6/8/2024 - 2:29 am","Injector","UC#1","NB ASSY","EIAS-021","","PM","15","","","","","","","","","","","Gaurav","Completed"
"Apr","28/4/2024 - 8:24 pm","Injector","UC # 3","ULTRASONIC MACHINE","UC3-200","","PM","220","","","","","","","","","","","Keshav","Completed"
"June","10/6/2024 - 3:48 pm","Injector","UC # 3","ULTRASONIC MACHINE","UC3-200","","PM","160","","","","","","","","","","","Gaurav","Completed"
"Aug","20/8/2024 - 8:50 am","Injector","UC # 3","ULTRASONIC MACHINE","UC3-200","","PM","190","","","","","","","","","","","Akshay","Completed"
"Apr","29/4/2024 - 11:11 pm","Injector","UC#1","LASER WELDING & MARKING","EIAS-031","","PM","130","","","","","","","","","","","Gaurav","Completed"
"Aug","21/8/2024 - 2:32 pm","Injector","UC#1","LASER WELDING & MARKING","EIAS-031","","PM","170","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 12:15 pm","Injector","UC#1","AIR LEAK INSPECTION","EIAS-071","","PM","10","","","","","","","","","","","Akshay","Completed"
"Apr","29/4/2024 - 11:19 pm","Injector","UC#1","SUB ASSY WASHING","EIAS-081","","PM","120","","","","","","","","","","","Gaurav","Completed"
"May","21/5/2024 - 1:25 am","Injector","UC#1","SUB ASSY WASHING","EIAS-081","","PM","80","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 9:30 am","Injector","UC#1","SUB ASSY WASHING","EIAS-081","","PM","150","","","","","","","","","","","Akshay","Completed"
"July","20/7/2024 - 12:58 am","Injector","UC#1","SUB ASSY WASHING","EIAS-081","","PM","60","","","","","","","","","","","Parveen","Completed"
"Aug","14/8/2024 - 2:28 am","Injector","UC#1","SUB ASSY WASHING","EIAS-081","","PM","120","","","","","","","","","","","Gaurav","Completed"
"June","11/6/2024 - 12:19 pm","Injector","UC # 3","STATIC FLOW ADJUSTMENT & INSPECTION-1","UC3-101","","PM","380","","","","","","","","","","","Akshay","Completed"
"July","29/7/2024 - 2:52 pm","Injector","UC # 3","STATIC FLOW ADJUSTMENT & INSPECTION-1","UC3-101","","PM","40","","","","","","","","","","","Gaurav","Completed"
"June","11/6/2024 - 12:32 pm","Injector","UC # 3","STATIC FLOW ADJUSTMENT & INSPECTION-3","UC3-103","","PM","340","","","","","","","","","","","Akshay","Completed"
"July","29/7/2024 - 2:54 pm","Injector","UC # 3","STATIC FLOW ADJUSTMENT & INSPECTION-3","UC3-103","","PM","130","","","","","","","","","","","Gaurav","Completed"
"Apr","29/4/2024 - 11:20 pm","Injector","UC#1","CONNECTOR REVERSE CHECK","EIAS-101","","PM","10","","","","","","","","","","","Gaurav","Completed"
"May","21/5/2024 - 2:27 am","Injector","UC#1","CONNECTOR REVERSE CHECK","EIAS-101","","PM","30","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 7:26 am","Injector","UC#1","CONNECTOR REVERSE CHECK","EIAS-101","","PM","10","","","","","","","","","","","Akshay","Completed"
"Aug","14/8/2024 - 2:29 am","Injector","UC#1","CONNECTOR REVERSE CHECK","EIAS-101","","PM","40","","","","","","","","","","","Gaurav","Completed"
"Apr","13/4/2024 - 1:03 am","Injector","UC#1","SPR.ADJ PIPE ASSY","EIAS-121","","PM","10","","","","","","","","","","","Akshay","Completed"
"May","28/5/2024 - 11:42 pm","Injector","UC#1","SPR.ADJ PIPE ASSY","EIAS-121","","PM","40","","","","","","","","","","","Parveen","Completed"
"June","14/6/2024 - 9:24 am","Injector","UC#1","SPR.ADJ PIPE ASSY","EIAS-121","","PM","10","","","","","","","","","","","Akshay","Completed"
"Aug","14/8/2024 - 2:30 am","Injector","UC#1","SPR.ADJ PIPE ASSY","EIAS-121","","PM","30","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 8:14 am","Injector","UC#1","CONNECTOR PRESS FITTING","EIAS-111","","PM","80","","","","","","","","","","","Akshay","Completed"
"Aug","14/8/2024 - 2:39 am","Injector","UC#1","CONNECTOR PRESS FITTING","EIAS-111","","PM","120","","","","","","","","","","","Gaurav","Completed"
"Apr","13/4/2024 - 12:44 am","Injector","UC#1","RUNNING","EIAS-131","","PM","10","","","","","","","","","","","Akshay","Completed"
"May","21/5/2024 - 2:27 am","Injector","UC#1","RUNNING","EIAS-131","","PM","60","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 9:56 am","Injector","UC#1","RUNNING","EIAS-131","","PM","20","","","","","","","","","","","Akshay","Completed"
"Aug","14/8/2024 - 2:31 am","Injector","UC#1","RUNNING","EIAS-131","","PM","30","","","","","","","","","","","Gaurav","Completed"
"Apr","11/4/2024 - 1:01 am","Injector","UC#1","LIFT INSPECTION","EICI-041","","PM","30","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 12:33 pm","Injector","UC#1","LIFT INSPECTION","EICI-041","","PM","50","","","","","","","","","","","Akshay","Completed"
"Aug","14/8/2024 - 2:44 am","Injector","UC#1","LIFT INSPECTION","EICI-041","","PM","20","","","","","","","","","","","Gaurav","Completed"
"Apr","29/4/2024 - 11:29 pm","Injector","UC#1","DYNAMIC INSP.","EICI-031","","PM","40","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 9:58 am","Injector","UC#1","DYNAMIC INSP.","EICI-031","","PM","160","","","","","","","","","","","Akshay","Completed"
"Aug","15/8/2024 - 12:39 am","Injector","UC#1","DYNAMIC INSP.","EICI-031","","PM","60","","","","","","","","","","","Gaurav","Completed"
"Apr","","Injector","UC#1","STATIC INSP.","EICI-021","","PM","","","","","","","","","","","","","No Completion"
"May","20/5/2024 - 2:43 pm","Injector","UC#1","STATIC INSP.","EICI-021","","PM","120","","","","","","","","","","","Akshay","Completed"
"June","14/6/2024 - 12:31 pm","Injector","UC#1","STATIC INSP.","EICI-021","","PM","100","","","","","","","","","","","Parveen","Completed"
"July","","Injector","UC#1","STATIC INSP.","EICI-021","","PM","","","","","","","","","","","","","Completed"
"Aug","15/8/2024 - 12:36 am","Injector","UC#1","STATIC INSP.","EICI-021","","PM","120","","","","","","","","","","","Gaurav","Completed"
"Sep","","Injector","UC#1","STATIC INSP.","EICI-021","","PM","","","","","","","","","","","","","Current Plan"
"Oct","","Injector","UC#1","STATIC INSP.","EICI-021","","PM","","","","","","","","","","","","","Current Plan"
"Nov","","Injector","UC#1","STATIC INSP.","EICI-021","","PM","","","","","","","","","","","","","Current Plan"
"Dec","","Injector","UC#1","STATIC INSP.","EICI-021","","PM","","","","","","","","","","","","","Current Plan"
"Jan","","Injector","UC#1","STATIC INSP.","EICI-021","","PM","","","","","","","","","","","","","Current Plan"
"Feb","","Injector","UC#1","STATIC INSP.","EICI-021","","PM","","","","","","","","","","","","","Current Plan"
"Mar","","Injector","UC#1","STATIC INSP.","EICI-021","","PM","","","","","","","","","","","","","Current Plan"
"June","14/6/2024 - 12:27 pm","Injector","UC#1","FILTER PRESS FITTING & GROMMET ASSY & GROMMET ASSY","EICI-061","","PM","30","","","","","","","","","","","Akshay","Completed"
"Apr","29/4/2024 - 11:33 pm","Injector","UC#1","SEAT LEAK","EICI-051","","PM","60","","","","","","","","","","","Gaurav","Completed"
"May","17/5/2024 - 2:10 am","Injector","UC#1","SEAT LEAK","EICI-051","","PM","60","","","","","","","","","","","Akshay","Completed"
"June","14/6/2024 - 12:26 pm","Injector","UC#1","SEAT LEAK","EICI-051","","PM","100","","","","","","","","","","","Akshay","Completed"
"Aug","14/8/2024 - 2:40 am","Injector","UC#1","SEAT LEAK","EICI-051","","PM","30","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 12:24 pm","Injector","UC#1","SLEEVE PRESS FITTING & O-RING ASSY","EICI-071","","PM","30","","","","","","","","","","","Akshay","Completed"
"Apr","10/4/2024 - 6:45 am","Injector","UC # 2","Back Up Ring Press Fitting","EIAS-110","","PM","20","","","","","","","","","","","Parveen","Completed"
"May","13/5/2024 - 4:43 pm","Injector","UC # 2","Back Up Ring Press Fitting","EIAS-110","","PM","5","","","","","","","","","","","Parveen","Completed"
"June","2/6/2024 - 5:44 pm","Injector","UC # 2","Back Up Ring Press Fitting","EIAS-110","","PM","30","","","","","","","","","","","Gaurav","Completed"
"July","13/7/2024 - 2:10 pm","Injector","UC # 2","Back Up Ring Press Fitting","EIAS-110","","PM","10","","","","","","","","","","","Parveen","Completed"
"Aug","4/8/2024 - 4:04 pm","Injector","UC # 2","Back Up Ring Press Fitting","EIAS-110","","PM","20","","","","","","","","","","","Gaurav","Completed"
"Apr","","Injector","UC # 2","Housing & Back Up Ring Press Fit Dimension Check m/c","EIAS-130","","PM","","","","","","","","","","","","","No Completion"
"May","17/5/2024 - 6:20 pm","Injector","UC # 2","Housing & Back Up Ring Press Fit Dimension Check m/c","EIAS-130","","PM","","","","","","","","","","","","","Completed"
"June","2/6/2024 - 3:32 pm","Injector","UC # 2","Housing & Back Up Ring Press Fit Dimension Check m/c","EIAS-130","","PM","","","","","","","","","","","","","Completed"
"July","13/7/2024 - 2:11 pm","Injector","UC # 2","Housing & Back Up Ring Press Fit Dimension Check m/c","EIAS-130","","PM","30","","","","","","","","","","","Parveen","Completed"
"Aug","4/8/2024 - 4:05 pm","Injector","UC # 2","Housing & Back Up Ring Press Fit Dimension Check m/c","EIAS-130","","PM","20","","","","","","","","","","","Gaurav","Completed"
"Sep","","Injector","UC # 2","Housing & Back Up Ring Press Fit Dimension Check m/c","EIAS-130","","PM","","","","","","","","","","","","","Current Plan"
"Oct","","Injector","UC # 2","Housing & Back Up Ring Press Fit Dimension Check m/c","EIAS-130","","PM","","","","","","","","","","","","","Current Plan"
"Nov","","Injector","UC # 2","Housing & Back Up Ring Press Fit Dimension Check m/c","EIAS-130","","PM","","","","","","","","","","","","","Current Plan"
"Dec","","Injector","UC # 2","Housing & Back Up Ring Press Fit Dimension Check m/c","EIAS-130","","PM","","","","","","","","","","","","","Current Plan"
"Jan","","Injector","UC # 2","Housing & Back Up Ring Press Fit Dimension Check m/c","EIAS-130","","PM","","","","","","","","","","","","","Current Plan"
"Feb","","Injector","UC # 2","Housing & Back Up Ring Press Fit Dimension Check m/c","EIAS-130","","PM","","","","","","","","","","","","","Current Plan"
"Mar","","Injector","UC # 2","Housing & Back Up Ring Press Fit Dimension Check m/c","EIAS-130","","PM","","","","","","","","","","","","","Current Plan"
"Apr","","Injector","UC # 2","Nozzle Body Press Fitting","EIAS-120","","PM","","","","","","","","","","","","","No Completion"
"May","17/5/2024 - 6:21 pm","Injector","UC # 2","Nozzle Body Press Fitting","EIAS-120","","PM","","","","","","","","","","","","","Completed"
"June","2/6/2024 - 3:29 pm","Injector","UC # 2","Nozzle Body Press Fitting","EIAS-120","","PM","","","","","","","","","","","","","Completed"
"July","13/7/2024 - 2:11 pm","Injector","UC # 2","Nozzle Body Press Fitting","EIAS-120","","PM","90","","","","","","","","","","","Parveen","Completed"
"Aug","4/8/2024 - 7:41 pm","Injector","UC # 2","Nozzle Body Press Fitting","EIAS-120","","PM","40","","","","","","","","","","","Gaurav","Completed"
"Sep","","Injector","UC # 2","Nozzle Body Press Fitting","EIAS-120","","PM","","","","","","","","","","","","","Current Plan"
"Oct","","Injector","UC # 2","Nozzle Body Press Fitting","EIAS-120","","PM","","","","","","","","","","","","","Current Plan"
"Nov","","Injector","UC # 2","Nozzle Body Press Fitting","EIAS-120","","PM","","","","","","","","","","","","","Current Plan"
"Dec","","Injector","UC # 2","Nozzle Body Press Fitting","EIAS-120","","PM","","","","","","","","","","","","","Current Plan"
"Jan","","Injector","UC # 2","Nozzle Body Press Fitting","EIAS-120","","PM","","","","","","","","","","","","","Current Plan"
"Feb","","Injector","UC # 2","Nozzle Body Press Fitting","EIAS-120","","PM","","","","","","","","","","","","","Current Plan"
"Mar","","Injector","UC # 2","Nozzle Body Press Fitting","EIAS-120","","PM","","","","","","","","","","","","","Current Plan"
"Apr","","Injector","UC # 2","Laser Welding & Marking","EIAS-140","","PM","","","","","","","","","","","","Parveen Kumar","No Completion"
"May","19/5/2024 - 2:49 pm","Injector","UC # 2","Laser Welding & Marking","EIAS-140","","PM","80","","","","","","","","","","","Parveen","Completed"
"June","","Injector","UC # 2","Laser Welding & Marking","EIAS-140","","PM","","","","","","","","","","","","","PM Skip"
"July","","Injector","UC # 2","Laser Welding & Marking","EIAS-140","","PM","","","","","","","","","","","","Gaurav","Ongoing"
"Aug","","Injector","UC # 2","Laser Welding & Marking","EIAS-140","","PM","","","","","","","","","","","","","PM Skip"
"Sep","","Injector","UC # 2","Laser Welding & Marking","EIAS-140","","PM","","","","","","","","","","","","","Current Plan"
"Oct","","Injector","UC # 2","Laser Welding & Marking","EIAS-140","","PM","","","","","","","","","","","","","Current Plan"
"Nov","","Injector","UC # 2","Laser Welding & Marking","EIAS-140","","PM","","","","","","","","","","","","","Current Plan"
"Dec","","Injector","UC # 2","Laser Welding & Marking","EIAS-140","","PM","","","","","","","","","","","","","Current Plan"
"Jan","","Injector","UC # 2","Laser Welding & Marking","EIAS-140","","PM","","","","","","","","","","","","","Current Plan"
"Feb","","Injector","UC # 2","Laser Welding & Marking","EIAS-140","","PM","","","","","","","","","","","","","Current Plan"
"Mar","","Injector","UC # 2","Laser Welding & Marking","EIAS-140","","PM","","","","","","","","","","","","","Current Plan"
"Apr","11/4/2024 - 12:06 am","Injector","UC#1","Lower O-ring & Nozzle leak Inspection Machine-1","EICI-151","","PM","70","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 12:34 pm","Injector","UC#1","Lower O-ring & Nozzle leak Inspection Machine-1","EICI-151","","PM","40","","","","","","","","","","","Akshay","Completed"
"Aug","15/8/2024 - 12:40 am","Injector","UC#1","Lower O-ring & Nozzle leak Inspection Machine-1","EICI-151","","PM","40","","","","","","","","","","","Gaurav","Completed"
"Apr","30/4/2024 - 11:46 am","Injector","UC # 3","DYNAMIC FLOW ADJUSTMENT & INSPECTION-1","UC3-111","","PM","40","","","","","","","","","","","Parveen","Completed"
"July","29/7/2024 - 2:58 pm","Injector","UC # 3","DYNAMIC FLOW ADJUSTMENT & INSPECTION-1","UC3-111","","PM","80","","","","","","","","","","","Gaurav","Completed"
"Apr","11/4/2024 - 12:08 am","Injector","UC#1","Lower O-ring & Nozzle leak Inspection Machine-2","EICI-152","","PM","70","","","","","","","","","","","Gaurav","Completed"
"May","17/5/2024 - 2:11 am","Injector","UC#1","Lower O-ring & Nozzle leak Inspection Machine-2","EICI-152","","PM","10","","","","","","","","","","","Akshay","Completed"
"June","14/6/2024 - 12:23 pm","Injector","UC#1","Lower O-ring & Nozzle leak Inspection Machine-2","EICI-152","","PM","40","","","","","","","","","","","Akshay","Completed"
"Aug","","Injector","UC#1","Lower O-ring & Nozzle leak Inspection Machine-2","EICI-152","","PM","40","","","","","","","","","","","Gaurav","Completed"
"Apr","29/4/2024 - 11:37 pm","Injector","UC#1","Upper O-ring & Nozzle Leak Inspection & Sleeve Presence Check Machine","EICI-091","","PM","40","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 12:22 pm","Injector","UC#1","Upper O-ring & Nozzle Leak Inspection & Sleeve Presence Check Machine","EICI-091","","PM","30","","","","","","","","","","","Akshay","Completed"
"Aug","15/8/2024 - 12:42 am","Injector","UC#1","Upper O-ring & Nozzle Leak Inspection & Sleeve Presence Check Machine","EICI-091","","PM","30","","","","","","","","","","","Gaurav","Completed"
"May","28/5/2024 - 11:41 pm","Injector","UC#1","Ultrasonic Washing Machine","EICI-121","","PM","60","","","","","","","","","","","Gaurav","Completed"
"June","14/6/2024 - 12:20 pm","Injector","UC#1","Ultrasonic Washing Machine","EICI-121","","PM","120","","","","","","","","","","","Akshay","Completed"
"Aug","15/8/2024 - 12:44 am","Injector","UC#1","Ultrasonic Washing Machine","EICI-121","","PM","30","","","","","","","","","","","Gaurav","Completed"
"Apr","10/4/2024 - 6:59 am","Injector","UC # 2","Air Leak Inspection at Welding Point","EIAS-160","","PM","40","","","","","","","","","","","Parveen","Completed"
"May","13/5/2024 - 6:05 pm","Injector","UC # 2","Air Leak Inspection at Welding Point","EIAS-160","","PM","10","","","","","","","","","","","Parveen","Completed"
"June","2/6/2024 - 5:48 pm","Injector","UC # 2","Air Leak Inspection at Welding Point","EIAS-160","","PM","20","","","","","","","","","","","Gaurav","Completed"
"July","13/7/2024 - 2:12 pm","Injector","UC # 2","Air Leak Inspection at Welding Point","EIAS-160","","PM","20","","","","","","","","","","","Parveen","Completed"
"Aug","4/8/2024 - 9:47 pm","Injector","UC # 2","Air Leak Inspection at Welding Point","EIAS-160","","PM","30","","","","","","","","","","","Gaurav","Completed"
"Apr","10/4/2024 - 7:07 am","Injector","UC # 2","Connector Reverse Check","EIAS-190","","PM","10","","","","","","","","","","","Parveen","Completed"
"May","19/5/2024 - 7:03 pm","Injector","UC # 2","Connector Reverse Check","EIAS-190","","PM","40","","","","","","","","","","","Parveen","Completed"
"July","13/7/2024 - 2:14 pm","Injector","UC # 2","Connector Reverse Check","EIAS-190","","PM","20","","","","","","","","","","","Parveen","Completed"
"Aug","4/8/2024 - 9:48 pm","Injector","UC # 2","Connector Reverse Check","EIAS-190","","PM","30","","","","","","","","","","","Gaurav","Completed"
