"Month","Date","Cell","Line","Machine","Machine No","Shift","Category","Time","Problem","Cause Why1","Cause Why2","Cause Why3","Cause Why4","Cause Why5","Action","Counter Measure","Problem Category","Breakdown Category","Is Action Temporary?","Done By","Status"
"July","22-07-2024 T09:10","Final Assy","FA-WP2","HT Chamber-05","EEAT-022","","BD with No Loss","10","Middle door lock broken ","","","","","","Door lock change with spare then ok","","Mechanical","Wear","No","Ujjawal","OK"
"July","22-07-2024 T13:05","Mounting","AOI-9","3D-09","EETP-155","A","BD with No Loss","5","PCB Return position error ","","","","","","MAchine restart then ok","","Electrical","Design","No","Ujjawal,Jatinder Singh","OK"
"July","22-07-2024 T11:45","Mounting","MA4","Reflow Oven","EETP-059","","BD with No Loss","10","Data change trouble error coming ","","","","","","PRD Do the changeover with QR Sheet but as per  process PRD Temp. Do the change over on this model manually ,So do the hange over manauly then ok","","Electrical","M/c Communication ","No","Ujjawal","OK"
"July","22-07-2024 T13:00","Final Assy","FA-AC1","RT Tester","EEAT-181","","PED Support","210","New model setup (YY8 TM)","","","","","","As per PED YY8 TM Master Coming NG ,So Base board ADC Unit calibration done By MTD ,Calibration coming OK,Check product found ok (YY8 TM)","","Electrical","Design","No","Ujjawal","OK"
"July","12-07-2024 T23:30","Final Assy","Cell Sensor","RT Tester","EEAT-168","C","BD with No Loss","10","Machine door was not open after process complete","","","","","","Door open/close robo cylinder power connection re-connected then ok","Power connection connector hold with cable tie","Electrical","Process","No","Jatinder Singh,Indrajit Behera","OK"
"July","13-07-2024 T02:30","Final Assy","AB Sealer Block-01","Spray Sealer M/C","EEAT-078","","PED Support","150","YY8-TM sealer program modified activity","","","","","","YY8 TM sealer robot program modified As per PED ","","Mechanical","Process","No","Jatinder Singh","OK"
"July","23-07-2024 T09:50","Mounting","AOI-5","PCB Inverter","EETP-071","A","BD with No Loss","15","YNC-R2 Card stuck between 3D & Inverter","","","","","","After model change over this problem coming,Inverter machine change over mode change T to B then ok","","Mechanical","Allignment","No","Jatinder Singh,Omvir","OK"
"July","23-07-2024 T06:35","Mounting","MA5","SPG","EETP-075","","BD with No Loss","15","U-Axis jamming error coming","","","","","","Check and found HV 4.5 Support block tag sticker  come out detect by sensor,Remove the sticker the ok","","Mechanical","Process","No","Jatinder Singh","OK"
"July","23-07-2024 T07:10","Mounting","MA7","TRAVERSER WITH QR READER","EETP-144","","BD with No Loss","15","Fuse abnormal condition coming","","","","","","We found CB-16 MCB was trip so ON it then ok","this problem share with Maker","Electrical","Process","No","Jatinder Singh","OK"
"July","23-07-2024 T06:40","Mounting","MA3","CM212-2","EETP-038","","BD with No Loss","20","TBL-2 Feeder gang set condition not coming","","","","","","Adjust the left side limit switch block then ok","","Mechanical","Allignment","No","Ujjawal,Jatinder Singh,Omvir","OK"
"July","23-07-2024 T11:55","Final Assy","Spot Block-2","THD DC1A/632A(4480)","EEAT-135","","BD with No Loss","20","Capacitor continue feed","","","","","","Adjust the capacitor stop limit switch then ok","","Mechanical","Allignment","No","Jatinder Singh,Omvir","OK"
"July","23-07-2024 T10:30","Final Assy","FA-WP2","Silicon All-round","EEAT-081","A","BD with No Loss","30","Screw height NG coming in YCA model","","","","","","P440 Y axis screw position teaching done 261.2290  To  258.2906,Now U/O","","Mechanical","Process","No","Ujjawal,Jatinder Singh","OK"
"July","21-07-2024 T00:30","Final Assy","FA-AB3","FAL-AB-LT","EEAT-146","C","BD with No Loss","60","Misjudgment coming in step No. 20,40,50 (882-Harness)","","","","","","Harness pin cleaning and 5 pins changed with New. After that-OK.","","Electrical","Part-Failure","No","Mangal Ram Kanwar,Dalip Khajuria","OK"
"July","22-07-2024 T15:00","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","CM Entry","60","Sealer miss problem coming (ISS BMU-R1)","","","","","","So Sealer Program modify. After that-OK.","","Electrical","Design","No","Anshul Gupta,Dalip Khajuria,Ashish Gupta","OK"
"July","22-07-2024 T18:00","Final Assy","FA-AB2","FAL2-AB-LT","EEAT-128","B","BD with No Loss","10","Ready Signal not coming","","","","","","Sensor Harness Changed with spare. After that-OK.","","Electrical","Part-Failure","No","Dalip Khajuria,Dipshikha","OK"
"July","22-07-2024 T19:00","Final Assy","FA-WP3","Air Leak","EEAT-160","B","BD with No Loss","30","Keyence QR scanner drop. (Bottom)","","","","","","QR scanner mount at its position.,Glass also fixed with tape . After that-OK.","","Mechanical","Human","No","Mangal Ram Kanwar,Mukesh","OK"
"July","22-07-2024 T16:00","Final Assy","FA-WP2","Silicon All-round","EEAT-081","B","BD with No Loss","40","Fault no. 82 coming, Application check NG (YCA)","","","","","","PAN jig 4 & 6 block alignment done.,P440  value changed from 79.517 to 80.783","","Both","Wear","No","Mangal Ram Kanwar,Mukesh","OK"
"July","22-07-2024 T19:00","Mounting","MA2","Reflow Oven","EETP-025","B","BD with No Loss","20","Zone-7 lower over heat error","","","","","","In between this error coming.,Relay CR-14 reconnected. After that-Ok.","","Electrical","Part-Failure","No","Dalip Khajuria","OK"
"July","22-07-2024 T14:45","Final Assy","FA-WP2","Silicon Below","EEAT-080","B","BD with No Loss","10","Fault no. 110, Seal fluid hardening error coming.","","","","","","Part confirmation sensor Alignment done. After that-OK.","","Both","Human","No","Mangal Ram Kanwar,Mukesh","OK"
"July","22-07-2024 T21:00","Final Assy","FA-AB2","LT Chamber-03","EEAT-147","B","BD with No Loss","15","Heating failure.","","","","","","During Defrost process this error coming.,Machine Power OFF/ON. After that-OK.","","Electrical","Design","No","Mangal Ram Kanwar,Mukesh","OK"
"July","22-07-2024 T21:00","Final Assy","FA-AB1","FAL-AB-HT","EEAT-117","B","BD with No Loss","15","Door not locking. (Door No.2)","","","","","","Door No. 2 lock changed with New. After that-OK.","","Mechanical","Part-Failure","No","Mukesh","OK"
"July","22-07-2024 T18:00","Final Assy","FA-WP4","SILICON BELOW CONNECTOR","EEAT-202","B","PRD Support","30","PAIL CAN  Limit switch adjustment. (As per PRD Request)","","","","","","PAIL CAN 1 & 2  LImit switch shift downwards about 5mm. (As per PRD Request)","","Mechanical","","No","Mangal Ram Kanwar,Mukesh","OK"
"July","24-07-2024 T01:01","Final Assy","FA-WP3","Silicon All-round","EEAT-156","C","PED Support","149","Fine tuning activity (PWC ECU).","","","","","","Fine tuning done as per PED in silicon below & All Around Machine.","","","","No","Neeraj,Sreekanth Sasi","OK"
"July","24-07-2024 T02:30","Final Assy","FA-WP4","ROOM TEMPERATURE TESTER","EEAT-207","A","CM Entry","30","Misjudgments coming in GP2Y modal","","","","","","Production box cleaning done ","","Mechanical","Part-Failure","No","Subhash Sheoran","OK"
"July","24-07-2024 T04:00","Final Assy","","","","C","PED Support","75","QAD FALCON TESTER Accuracy check","","","","","","Machine shift QA to Electronics department.,After machine shifting Accuracy check started.,Page no.11 & 12 completed","","Both","","No","Subhash Sheoran,Sreekanth Sasi","OK"
"July","23-07-2024 T12:30","Final Assy","FA-WP4","LO-HI SCREENING MACHINE","EEAT-199","C","CM Entry","10","F01 & F02 alarm coming","","","","","","Dryer filter chock alarm coming. ,F01 & F02 filter check its OK, so run the machine .,Problem not repeated","","Pneumatic","Part-Failure","No","Subhash Sheoran,Sreekanth Sasi","OK"
"July","23-07-2024 T13:00","","","","","A","BD with No Loss","70","Power supply Nos-02 Take out from machine (QAD)","","","","","","Power supply take out from machine as per Sarla ","","Electrical","Part-Failure","Yes","Ujjawal,Omvir","NG"
"July","23-07-2024 T11:00","Final Assy","FA-AC1","RT Tester","EEAT-181","","PED Support","90","System check activity (From step no.1226 to 1255)","","","","","","System check done as per PED request ,System check all steps data coming OK,Data share with PED ","","Electrical","Part-Failure","Yes","Ujjawal,Sandeep Dhama","OK"
"July","23-07-2024 T14:30","Final Assy","FA-WP3","VCS","EEAT-159","B","BD with No Loss","10","Machine Hang","","","","","","Machine Power OFF/ON.,Part No. load by keyboard.","","Electrical","Part-Failure","No","Mangal Ram Kanwar,Mukesh","OK"
"July","23-07-2024 T14:50","Final Assy","FA-NWP3","FAL2-ENG-HT","EEAT-126","B","BD with No Loss","10","M.J. coming on multiple steps. (DC1A)","","","","","","Machine Power OFF/ON,P. Box Cleaning done. After that-OK.","","Electrical","Wear","No","Mangal Ram Kanwar,Mukesh","OK"
"July","23-07-2024 T17:30","Mounting","AOI-5","3D-05","EETP-070","B","BD with No Loss","10","Application not responding.","","","","","","So PC Restart. After that-OK.","","Electrical","Design","No","Dalip Khajuria","OK"
"July","23-07-2024 T20:30","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","BD with No Loss","30","Sealer miss coming (ISS BMU-R1)","","","","","","So Nozzle-1 Chip cleaning done. After that-OK.","","Pneumatic","Process","No","Mangal Ram Kanwar,Dalip Khajuria","OK"
"July","23-07-2024 T16:15","Final Assy","ENG Sealer Block-03","Spray Sealer","EEAT-226","B","BD with No Loss","15","Sealer coming on prohibited area (YCA R1 & R2)","","","","","","So Nozzle-1 & 2 Chip Cleaning done. ,Humiseal width adjust. After that-OK.","","Mechanical","Process","No","Mangal Ram Kanwar,Mukesh","OK"
"July","23-07-2024 T20:00","Final Assy","FA-NWP3","FAL2-ENG-LT","EEAT-125","B","CM Entry","40","M.J. Coming on step No. 717","","","","","","P.Box  pin no. 81, 83, 197 change with New.,And all pin cleaning done. After that-OK.","","Electrical","Part-Failure","No","Mangal Ram Kanwar,Mukesh","OK"
"July","24-07-2024 T23:00","Final Assy","FA-WP3","Silicon Below connector","EEAT-153","C","PED Support","270","","","","","","","Fine tuning done in overlapping area.","","","","No","Neeraj,Sreekanth Sasi","OK"
"July","24-07-2024 T10:00","","","","","A","CM Entry","390","QAD Tester system check activity ","","","","","","System check activity on going ,Today total 18 pages completed ","","Electrical","Design","No","Ujjawal","OK"
"July","24-07-2024 T23:00","Final Assy","","","","C","CM Entry","240","QAD New falcon system check","","","","","","System check on going,Page no.32 to 45 completed","","Electrical","","No","Subhash Sheoran","OK"
"July","25-07-2024 T03:00","Final Assy","Spot Block-2","THD HONDA 2TG (2960)","EEAT-172","","CM Entry","60","Condenser continue fiding","","","","","","Clean & its alignment done","","Mechanical","Allignment","No","Subhash Sheoran","OK"
"July","24-07-2024 T18:05","Mounting","AOI-5","3D-05","EETP-070","B","BD with No Loss","10","Camera not switching  (Top to side)","","","","","","Camera USB cable reconnected from HUB side and PC Restart. After that-OK.","","Electrical","M/c Communication ","No","Dalip Khajuria","OK"
"July","24-07-2024 T19:00","Final Assy","FA-WP3","Air Leak","EEAT-160","B","BD with No Loss","30","Nagara switch not working.","","","","","","Nagara switch changed with spare from other m/c. After that-OK.","","Electrical","Part-Failure","No","Mangal Ram Kanwar,Mukesh","OK"
"July","24-07-2024 T15:30","Final Assy","FA-WP4","PKG AUTO SCREW MACHINE","EEAT-206","B","BD with No Loss","10","Screw not Feeding","","","","","","So Screw guide rail cleaning done. After that-OK.","","Mechanical","Human","No","Mangal Ram Kanwar","OK"
"July","24-07-2024 T20:20","Final Assy","Spot Block-2","THD LEAD CLINCHING","EEAT-173","B","BD with No Loss","10","020 Processing stop error coming","","","","","","Product takeout and Jig cleaning done. After that-OK.","","Electrical","","No","Mangal Ram Kanwar,Mukesh","OK"
"July","24-07-2024 T20:10","Mounting","AOI-6","3D-06","EETP-090","B","BD with No Loss","10","Application not responding","","","","","","So PC Restart. After that-OK.","","Electrical","Design","No","Dalip Khajuria","OK"
"July","24-07-2024 T20:20","Mounting","MA7","UNLOADER","EETP-151","B","BD with No Loss","40","Stocker width adjustment not happen","","","","","","Check and Found this problem coming only in Stocker no. 35 ,So Stocker takeout and run next stocker ","","Both","Wear","No","Anshul Gupta,Dalip Khajuria","OK"
"July","24-07-2024 T16:50","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","BD with No Loss","10","Sealer miss problem coming in ISS-BMU R2 (IC Body)","","","","","","So Sealer Program modified. After that-OK.","","Both","Design","No","Anshul Gupta,Jaydev Mal","OK"
"July","25-07-2024 T14:10","Mounting","MA3","CM212-2","EETP-038","B","BD with No Loss","20","Nozzle change error (TBL-2 HD-3)","","","","","","Check vacuum found-OK.,Check nozzle pickup also found -OK,So Run m/c in production mode. ","","Mechanical","","No","Dalip Khajuria","OK"
"July","25-07-2024 T14:55","Mounting","AOI-5","3D-05","EETP-070","B","BD with No Loss","10","PCB in line timeout error","","","","","","PCB stop between 3D m/c and AOI m/c,Check PCB motion found OK,So PCB takeout and Run Next PCB found-OK.","","Electrical","M/c Communication ","No","Dalip Khajuria","OK"
"July","25-07-2024 T18:10","Final Assy","AB Sealer Block-02","Air Blow","EEAT-187","B","CM Entry","30","Door not open problem coming.","","","","","","Cylinder pneumatic joint changed with new.,Door Hinge repair. After that-OK.","","Mechanical","Part-Failure","No","Dalip Khajuria,Dipshikha","OK"
"July","25-07-2024 T15:00","Final Assy","AB Sealer Block-01","Spray Sealer M/C","EEAT-078","B","BD with No Loss","10","Fault No. 68, ID Mismatch Fault (YJC)","","","","","","Problem coming in pallet no. 3,So Pallet attachment re-assemble. After that-OK.","","Mechanical","Design","No","Mangal Ram Kanwar,Mukesh","OK"
"July","25-07-2024 T19:30","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","BD with No Loss","10","Sealer miss problem coming (ISS BMU R1 & R2)","","","","","","Sealer Program modified. After that-OK.","","Both","Design","No","Mangal Ram Kanwar,Jaydev Mal","OK"
"July","25-07-2024 T20:30","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","BD with No Loss","30","Sealer miss problem coming (Cell Sensor)","","","","","","So Sealer Program modified. After that-OK.","","Both","Design","No","Mangal Ram Kanwar,Jaydev Mal","OK"
"July","25-07-2024 T17:30","Final Assy","FA-WP4","SILICON BELOW CONNECTOR","EEAT-202","B","CM Entry","65","Silicon Application Program Modification activity.","","","","","","As Per PED request Silicon Application Program modification Done. ","","Mechanical","Design","No","Mangal Ram Kanwar,Jaydev Mal,Mukesh","OK"
"July","25-07-2024 T15:30","Final Assy","ElFi-Sealer Block-01 ","SPRAY SEALER","EEAT-232","B","CM Entry","30","Sealer Program modification activity ( PWC R1 &R2 )","","","","","","As per PED Request Sealer Program modification done.","","Both","Design","No","Jaydev Mal","OK"
"July","26-07-2024 T17:10","Final Assy","FA-AB2","Packaging Jig-02","EEAT-131","B","BD with No Loss","15","Fault No. 8 Coming. (Jig Connector connection error)","","","","","","Jig ID connector wiring condition check found-OK.,So Jig ID connector cleaning done. After that-OK.","","Electrical","Wear","No","Dalip Khajuria","OK"
"July","26-07-2024 T17:30","Final Assy","FA-NWP3","FAL2-ENG-HT","EEAT-126","B","BD with No Loss","10","Misjudgment coming on multiple Steps (Error)","","","","","","So Machine Power OFF/ON. After that-OK.","","Electrical","M/c Communication ","No","Dalip Khajuria","OK"
"July","26-07-2024 T18:10","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","BD with No Loss","10","Coat-1 cycle T.O. Abnormal error coming","","","","","","Coat-1 Humiseal width check sensor cleaning done. After that-OK.","","Electrical","Human","No","Jaydev Mal,Dalip Khajuria","OK"
"July","26-07-2024 T23:00","Mounting","","","","C","CM Entry","300","QAD Falcon tester system check on going","","","","","","Page no.55 to 70 (Electronic load, Voltage & Resistence steps completed)","","Electrical","","No","Subhash Sheoran","OK"
"July","26-07-2024 T10:45","Final Assy","FA-AB3","Packaging Jig-03","EEAT-188","A","BD with No Loss","30","Screw driver continues rotate  ","","","","","","Check and found its screw driver start switch leaver was stocked  ,Screw driver leaver adjustment done then ok","","Electrical","Allignment","No","Ujjawal,Jatinder Singh","OK"
"July","26-07-2024 T08:55","Mounting","MA3","CM212-1","EETP-037","","BD with No Loss","15","HD-06 over load error coming ","","","","","","HD-06 stop while component pickup ,Manually Head moved up and check manually motion found NG ,Temp. head-06 disabled then machine run ok","We will change the Head motor in C shift ","Both","Part-Failure","No","Ujjawal","OK"
"July","26-07-2024 T11:30","Final Assy","AB Sealer Block-01","PCB-Router-03","EEAT-012","A","BD with No Loss","30","Bit come down during running ","","","","","","Spindle motor take out and chuck collet and motor cleaning done and lubrication also done ,Installed into the machine then ok","","Mechanical","Allignment","No","Ujjawal,Omvir","OK"
"July","26-07-2024 T14:40","","","","","A","CM Entry","130","QAD Tester system check activity ","","","","","","System check activity ongoing ,Today start from 50 to 54 pages","","Electrical","Process","No","Ujjawal","OK"
"July","26-07-2024 T11:00","Final Assy","FA-AB2","FAL2-AB-HT","EEAT-133","","PRD Support","210","771 LT and HT Harness two ground pin broken during PM By PMG ","","","","","","Preciptical take out and new installed then ok","","Electrical","","No","Ujjawal,Jatinder Singh","OK"
"July","27-07-2024 T06:25","Final Assy","FA-AB1","FAL-AB-LT","EEAT-115","A","BD with No Loss","5","jig not auto unclamp during cycle","","","","","","Unclamp cylinder plate was bend. So remove bend, then ok.","","Mechanical","Allignment","No","Ujjawal,Omvir","OK"
"July","27-07-2024 T07:05","Final Assy","ENG Sealer Block-02","Spray Sealer","EEAT-194","","BD with No Loss","10","821.12 Reversal 1 exit and pallet presence error coming","","","","","","Flip 1 pallet exist sensor continuous ON,Grease come on sensor face, as weekly cleaning done by prd in c shift.,Clean the grease, After that sensor status was OK.","","Electrical","Human","No","Omvir","OK"
"July","27-07-2024 T12:00","Final Assy","","","","A","CM Entry","20","PWC Air leak machine QR Scanner disabled ","","","","","","QR Scanner setting change from PC Side ,QR Mode change from " Use after Turning on one hand motive switch" to  Not Use ,Activity done as per PED Request (Aman San)","","Electrical","Human","Yes","Ujjawal","OK"
"July","26-07-2024 T19:20","Final Assy","FA-WP4","PRE-PKG AUTO SCREW MACHINE","EEAT-204","B","CM Entry","10","Cover not open fully","","","","","","Guide roller unit cleaning & Lubrication done ,Then OK.","","Mechanical","Wear","No","Mangal Ram Kanwar","OK"
"July","26-07-2024 T19:40","Final Assy","Spot Block-1","3D-04","EEAT-028","B","BD with No Loss","10","M/c hang","","","","","","During running ,this problem coming,M/c power OFF & ON, then OK.","","Electrical","M/c Communication ","No","Dalip Khajuria","OK"
"July","26-07-2024 T15:00","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","CM Entry","20","Sealer miss coming both R1 & R2 side (ISS-BMU)","","","","","","Both side (R1 & R2) Sealer coating prog. modify , After that OK.","","Both","Design","No","Jaydev Mal,Sandeep Dhama","OK"
"July","26-07-2024 T21:00","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","CM Entry","10","Sealer flow coming on prohibited area , R1 side (ISS-BMU)","","","","","","Sealer coating prog. modify, then OK.,Shot start point value decrease  (0.8 mm)","","Both","Design","No","Jaydev Mal","OK"
"July","26-07-2024 T16:15","Final Assy","AB Sealer Block-01","Spray Sealer M/C","EEAT-078","B","BD with No Loss","45","Fault no-68 coming, (ID fault coming)","","","","","","Apply station all sensor check ,found working OK.,ID tag detection sensor (Phs 335907) was on with out ID. So sensor clean,then OK. Set value also change from 80 to 50. ","","Electrical","Process","No","Mangal Ram Kanwar,Jaydev Mal","OK"
"July","27-07-2024 T23:00","Final Assy","","","","C","CM Entry","420","QAD Falcon tester system check on going","","","","","","Today page no.71 to 90 completed,Only step no.5161 current value NG coming","","Electrical","","No","Subhash Sheoran","OK"
"July","29-07-2024 T16:15","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","BD with No Loss","70","Sealer Missing issue in ISS BMU R1 Side .","","","","","","Yesterday modified program was running .In this program short direction has changed horizontal to vertical.,Sealer miss issue observed so program modified after that ok.","","","Design","No","Neeraj,Sandeep Dhama","OK"
"July","28-07-2024 T14:15","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","G","CM Entry","495","Activity for sealer splashing issue in ISS BMU Model R1 side.","","","","","","Before horizontal short in this area now shot direction changed to vertical.,Trial successfully completed ,36 product run by PRD ,Now revert back original ,Tomorrow will run this program .","","","Design","No","Neeraj,Sandeep Dhama","OK"
"July","29-07-2024 T18:00","Final Assy","","","","B","CM Entry","90","EV2 RT tester Electric panel shifting required for gap reduce between RT & VCS machine.","","","","","","Electric panel shift as per requirement","","Both","Design","No","Subhash Sheoran,Gagandeep","OK"
"July","29-07-2024 T14:30","Final Assy","","","","","CM Entry","210","QAD Falcon accuracy checking on going","","","","","","System check on going","","Electrical","","No","Subhash Sheoran","OK"
"July","29-07-2024 T20:00","Final Assy","","","","","CM Entry","120","QAD Falcon accuracy checking on going","","","","","","System check finished almost, Only 10steps pending.,Step no.5161 & 2940 was LO value coming.,Step no.2874 to 2881 Time measurement not coming.","","Electrical","","No","Subhash Sheoran","OK"
"July","26-07-2024 T13:30","Final Assy","Spot Block-1","3D-04","EEAT-028","A","BD with No Loss","10","Machine hang in between running cycle ","","","","","","Machine restart after that ok","","Electrical","Obsolete","No","Ujjawal,Omvir","OK"
"July","26-07-2024 T13:15","Final Assy","FA-WP3","HT Tester","EEAT-158","","BD with No Loss","25","M.J. coming on step no.712 (DC1A)","","","","","","P. Box pin no. 49,50,84,93,102 change with new then ok","","Electrical","M/c Communication ","No","Ujjawal","OK"
"July","28-07-2024 T10:30","Final Assy","FA-WP3","3W Gel-03","EEAT-152","A","PRD Support","90","YCA PAN Jig base plate and guide block change activity ","","","","","","","","Mechanical","Allignment","No","Ujjawal","OK"
"July","28-07-2024 T12:30","Final Assy","FA-WP3","Silicon Below connector","EEAT-153","","PRD Support","90","","","","","","","","","Mechanical","Allignment","No","Ujjawal","OK"
"July","28-07-2024 T14:00","Final Assy","FA-WP3","Silicon All-round","EEAT-156","","PRD Support","120","","","","","","","","","Mechanical","Allignment","No","Ujjawal","OK"
"July","27-07-2024 T21:00","Final Assy","FA-AB2","LT Chamber-03","EEAT-147","B","BD with No Loss","15","Door lock stuck.","","","","","","Door lock change with new. After that-OK.","","Mechanical","Part-Failure","No","Mangal Ram Kanwar","OK"
"July","27-07-2024 T18:30","Final Assy","ENG Sealer Block-03","Flash Writing","EEAT-211","B","BD with No Loss","10","Communication ID Abnormal error","","","","","","Machine Power OFF/ON. After that-OK.","","Electrical","M/c Communication ","No","Mangal Ram Kanwar","OK"
"July","27-07-2024 T18:40","Final Assy","FA-AB2","FAL2-AB-HT","EEAT-133","B","BD with No Loss","10","Ready signal not coming.","","","","","","Part confirmation Sensor harness change with new. After that-OK.","","Electrical","Part-Failure","No","Mangal Ram Kanwar","OK"
"July","27-07-2024 T21:20","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","BD with No Loss","10","Auto Run Not Start.","","","","","","Machine Power OFF/ON. After that-OK.","","Electrical","Design","No","Mangal Ram Kanwar","OK"
"July","27-07-2024 T21:30","Final Assy","FA-NWP3","Spray Sealer M/C","EEAT-027","B","CM Entry","15","Safety Door  open error coming.","","","","","","Back Side Safety Door's Safety switch Key alignment done and tight properly","","Mechanical","Part-Failure","No","Mangal Ram Kanwar","OK"
"July","27-07-2024 T22:10","Mounting","AOI-7","Unloader","EETP-110","B","BD with No Loss","20","PCB drop inside stocker.","","","","","","Stocker takeout and Run Next stocker found OK.","Poka-yoke sensor already added, Need to modify PLC program.","Electrical","Design","No","Anshul Gupta,Dalip Khajuria","OK"
"July","27-07-2024 T17:30","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","B","BD with No Loss","10","Sealer miss problem coming In Cell Sensor Model","","","","","","So Sealer Program modified. After that-OK.","","Electrical","Design","No","Jaydev Mal","OK"
"July","28-07-2024 T06:30","Mounting","MA7","REFLOW OVEN","EETP-148","A","BD with No Loss","150","Hood motor overload error coming","","","","","","Finally MS-1 Over current relay Reset and CR-4 A & B relay  swap, then Error reset OK.,Hood open Ball Screw cleaning and lubrication done. After that-OK.","","Both","Human","No","Ujjawal,Dalip Khajuria","OK"
"July","28-07-2024 T11:00","Mounting","MA4","Reflow Oven","EETP-059","A","CM Entry","180","Activity for O2 density error.","","","","","","Damaged portion  of seal  changed with new. After that-OK.","","Mechanical","Part-Failure","No","Dalip Khajuria","OK"
"July","29-07-2024 T06:10","Final Assy","FA-WP3","Air Leak","EEAT-160","A","BD with No Loss","10","Daily Check NG Coming","","","","","","So Offset given in Pressure A, B and flow rate. After that-oK.","","Electrical","Design","No","Dalip Khajuria","OK"
"July","29-07-2024 T06:20","Final Assy","FA-WP3","Silicon Below connector","EEAT-153","A","BD with No Loss","15","Robot not Homing.","","","","","","So Machine Power OFF/ ON. After that-OK.","","Electrical","M/c Communication ","No","Dalip Khajuria","OK"
"July","29-07-2024 T06:35","Mounting","AOI-5","3D-05","EETP-070","A","BD with No Loss","15","camera not switching problem coming.","","","","","","Machine Restart and Camera USB cable reconnected. After that-OK.","","Electrical","M/c Communication ","No","Dalip Khajuria,Dipshikha","OK"
"July","29-07-2024 T11:50","Final Assy","Spot Block-2","Screw driver-02","EEAT-032","A","BD with No Loss","15","Screw bit stuck","","","","","","So L-Plate  open and remove jammed screw and L-plate Fixed.,After that-OK.","","Mechanical","Human","No","Dalip Khajuria","OK"
"July","29-07-2024 T07:00","Final Assy","FA-NWP3","FAL2-ENG-RT","EEAT-127","A","BD with No Loss","10","Machine Hang.","","","","","","So Machine restart. After that-OK.","","Electrical","M/c Communication ","No","Dipshikha","OK"
"July","29-07-2024 T06:15","Final Assy","FA-WP2","Falcon-02","EEAT-088","A","BD with No Loss","10","Driver initialization error","","","","","","So machine restart. After that-OK.","","Electrical","M/c Communication ","No","Anshul Gupta,Jaydev Mal","OK"
"July","29-07-2024 T07:20","Final Assy","FA-WP2","Silicon All-round","EEAT-081","A","BD with No Loss","10","Fault No. 82 coming (Screw check NG Coming)","","","","","","Temporary Work height judgment range value increased from 2.00 to 3.00.","","Electrical","Design","Yes","Mangal Ram Kanwar","OK"
"July","29-07-2024 T13:40","Mounting","AOI-6","3D-06","EETP-090","A","BD with No Loss","10","Application not responding","","","","","","So PC Restart. After that-OK.","","Electrical","M/c Communication ","No","Dalip Khajuria","OK"
"July","30-07-2024 T07:15","Mounting","AOI-5","3D-05","EETP-070","A","BD with No Loss","10","Machine Hang.","","","","","","So Machine restart. After that-OK.","","Electrical","Design","No","Dipshikha","OK"
"July","29-07-2024 T14:30","Final Assy","FA-WP3","Air Leak","EEAT-160","B","CM Entry","10","Daily Check n.g coming ","","","","","","Given offset in pressure A-B And flow side after that ok  ","","Mechanical","Human","Yes","Gagandeep","OK"
"July","29-07-2024 T16:10","Final Assy","FA-AB2","FAL2-AB-LT","EEAT-128","","CM Entry","10","Nagara switch was not working ","","","","","","Nagara switch change with old spare one ","","Electrical","Part-Failure","Yes","Gagandeep","OK"
"July","29-07-2024 T14:40","Mounting","MA6","SPG 2","EETP-116","B","CM Entry","10","Fiducial Mark recoq error coming ","","","","","","PCB Take out and again run ","","Mechanical","","Yes","Gagandeep","OK"
"July","29-07-2024 T18:10","Mounting","MA5","","","","CM Entry","10","Changeover Trouble Error coming ","","","","","","One time change over end and again chnageover command send after that ok","","Electrical","M/c Communication ","Yes","Gagandeep","OK"
"July","29-07-2024 T19:50","Mounting","MA4","","","","CM Entry","10","Machine not auto start ","","","","","","Machine not take chnageover ,One time manual recipe select after that ok ","","Electrical","M/c Communication ","Yes","Gagandeep","OK"
"July","29-07-2024 T21:50","Final Assy","Spot Block-2","Spot-02","EEAT-074","","CM Entry","15","Transfer Finger Servo Over Load Error coming ","","","","","","Transfer finger manual move and chuck open close after that robot data verfiy done after that ok ","","Electrical","Human","Yes","Gagandeep","OK"
"July","29-07-2024 T21:50","Final Assy","Spot Block-2","Spot-02","EEAT-074","","CM Entry","15","Transfer Finger Servo Over Load Error coming ","","","","","","Transfer finger manual move and chuck open close after that robot data verfiy done after that ok ","","Electrical","Human","Yes","Gagandeep","OK"
"July","30-07-2024 T14:30","Final Assy","","","","B","CM Entry","150","QAD new Falcon accuracy checking on going","","","","","","Today pending system check steps completed.,Only 5161 step was NG coming, now all detail share to Miss Moumita  ,Now Falcon shifted in QAD room.","","Electrical","","No","Subhash Sheoran","OK"
